 9.4799589e+05  2.1051111e+06 
 9.4799553e+05  2.1051107e+06 
 9.4799518e+05  2.1051103e+06 
 9.4799483e+05  2.1051098e+06 
 9.4799449e+05  2.1051094e+06 
 9.4799415e+05  2.1051089e+06 
 9.4799381e+05  2.1051084e+06 
 9.4799348e+05  2.1051078e+06 
 9.4799315e+05  2.1051073e+06 
 9.4799282e+05  2.1051067e+06 
 9.4799250e+05  2.1051061e+06 
 9.4799218e+05  2.1051055e+06 
 9.4799187e+05  2.1051049e+06 
 9.4799156e+05  2.1051043e+06 
 9.4799126e+05  2.1051037e+06 
 9.4799096e+05  2.1051030e+06 
 9.4799067e+05  2.1051023e+06 
 9.4799038e+05  2.1051016e+06 
 9.4799010e+05  2.1051009e+06 
 9.4798982e+05  2.1051002e+06 
 9.4798955e+05  2.1050995e+06 
 9.4798929e+05  2.1050987e+06 
 9.4798903e+05  2.1050980e+06 
 9.4798877e+05  2.1050972e+06 
 9.4798852e+05  2.1050964e+06 
 9.4798828e+05  2.1050956e+06 
 9.4798805e+05  2.1050948e+06 
 9.4798782e+05  2.1050939e+06 
 9.4798759e+05  2.1050931e+06 
 9.4798738e+05  2.1050922e+06 
 9.4798716e+05  2.1050914e+06 
 9.4798696e+05  2.1050905e+06 
 9.4798676e+05  2.1050896e+06 
 9.4798657e+05  2.1050887e+06 
 9.4798639e+05  2.1050878e+06 
 9.4798621e+05  2.1050869e+06 
 9.4798604e+05  2.1050860e+06 
 9.4798588e+05  2.1050850e+06 
 9.4798572e+05  2.1050841e+06 
 9.4798557e+05  2.1050831e+06 
 9.4798543e+05  2.1050822e+06 
 9.4798530e+05  2.1050812e+06 
 9.4798517e+05  2.1050803e+06 
 9.4798505e+05  2.1050793e+06 
 9.4798494e+05  2.1050783e+06 
 9.4798483e+05  2.1050773e+06 
 9.4798474e+05  2.1050763e+06 
 9.4798465e+05  2.1050753e+06 
 9.4798456e+05  2.1050743e+06 
 9.4798449e+05  2.1050733e+06 
 9.4798442e+05  2.1050723e+06 
 9.4798436e+05  2.1050713e+06 
 9.4798431e+05  2.1050702e+06 
 9.4798427e+05  2.1050692e+06 
 9.4798423e+05  2.1050682e+06 
 9.4798420e+05  2.1050672e+06 
 9.4798418e+05  2.1050661e+06 
 9.4798417e+05  2.1050651e+06 
 9.4798417e+05  2.1050641e+06 
