-135.75	3106.64	3107.86
-135.50	3106.66	3107.89
-135.25	3106.69	3107.91
-135.00	3106.71	3107.93
-134.75	3106.73	3107.96
-134.50	3106.74	3107.98
-134.25	3106.77	3108.01
-134.00	3106.78	3108.03
-133.75	3106.80	3108.04
-133.50	3106.83	3108.07
-133.25	3106.85	3108.09
-133.00	3106.86	3108.11
-132.75	3106.88	3108.14
-132.50	3106.90	3108.16
-132.25	3106.92	3108.19
-132.00	3106.94	3108.21
-131.75	3106.95	3108.23
-131.50	3106.97	3108.25
-131.25	3107.00	3108.27
-131.00	3107.02	3108.30
-130.75	3107.03	3108.32
-130.50	3107.05	3108.35
-130.25	3107.08	3108.37
-130.00	3107.09	3108.40
-129.75	3107.12	3108.41
-129.50	3107.14	3108.44
-129.25	3107.15	3108.45
-129.00	3107.18	3108.48
-128.75	3107.20	3108.51
-128.50	3107.22	3108.53
-128.25	3107.23	3108.55
-128.00	3107.26	3108.58
-127.75	3107.28	3108.60
-127.50	3107.29	3108.62
-127.25	3107.31	3108.65
-127.00	3107.33	3108.66
-126.75	3107.34	3108.69
-126.50	3107.36	3108.70
-126.25	3107.38	3108.73
-126.00	3107.40	3108.75
-125.75	3107.42	3108.77
-125.50	3107.44	3108.79
-125.25	3107.47	3108.81
-125.00	3107.48	3108.84
-124.75	3107.51	3108.86
-124.50	3107.52	3108.88
-124.25	3107.54	3108.90
-124.00	3107.56	3108.92
-123.75	3107.58	3108.94
-123.50	3107.59	3108.96
-123.25	3107.61	3108.99
-123.00	3107.63	3109.01
-122.75	3107.65	3109.02
-122.50	3107.66	3109.05
-122.25	3107.69	3109.06
